ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:10,server_12,35.77,41.57,325.06,248.12,0.0
20:53:10,server_11,92.43,13.5,928.41,566.81,39.23
20:53:10,server_15,0.73,80.81,0.0,0.0,25.8
20:53:10,server_9,67.73,32.17,7640.26,7706.56,153.09
20:53:10,server_2,48.44,67.86,1062.87,853.83,506.06
20:53:10,server_3,50.31,46.18,418.95,458.34,40.42
20:53:10,server_4,28.3,20.08,330.79,284.25,0.0
20:53:10,server_5,23.81,48.15,147.22,136.55,3881.66
20:53:10,server_1,45.48,68.03,3784.74,3358.51,572.26
20:53:10,server_6,25.26,24.75,121.87,144.86,3875.12
20:53:10,server_7,42.41,61.85,4573.82,4360.44,1606.69
20:53:10,server_8,53.07,52.26,3195.11,3322.82,1452.17
20:53:10,server_10,80.81,0.39,787.27,1144.01,41.97
20:53:15,server_12,69.58,56.06,6619.33,7444.63,171.83
20:53:15,server_19,25.33,33.68,227.94,205.22,61.36
20:53:15,server_18,24.27,83.08,236.06,339.34,70.12
20:53:15,server_17,24.76,85.96,293.54,384.21,13.85
20:53:15,server_16,61.89,31.32,14149.43,15097.0,192.64
20:53:15,server_15,73.19,44.35,6868.85,7798.45,194.02
20:53:15,server_14,98.33,85.03,1053.0,1529.14,75.69
20:53:15,server_13,95.09,28.09,1006.1,941.98,113.94
20:53:15,server_11,57.69,59.36,9098.39,7782.38,87.36
20:53:15,server_20,21.98,42.21,186.22,240.35,98.92
20:53:15,server_9,35.5,44.51,405.04,234.13,0.0
20:53:15,server_1,65.69,84.5,561.08,508.78,116.88
20:53:15,server_2,59.19,86.68,571.03,313.97,101.97
20:53:15,server_3,97.97,84.81,1028.95,904.75,93.9
20:53:15,server_4,40.97,42.44,440.87,410.67,20.46
20:53:15,server_10,65.38,49.66,4195.43,3748.29,590.06
20:53:15,server_6,47.34,55.29,433.79,496.42,71.58
20:53:15,server_7,76.43,55.71,6382.31,5556.66,160.1
20:53:15,server_8,54.98,59.24,19070.02,22013.46,39.32
20:53:15,server_5,96.03,92.25,912.46,924.62,149.83
20:53:20,server_11,61.37,51.35,4504.49,4738.2,772.09
20:53:20,server_19,35.4,51.19,334.48,455.46,41.84
20:53:20,server_18,40.32,51.91,2136.17,2329.19,1230.78
20:53:20,server_17,32.02,22.25,162.21,221.97,6149.81
20:53:20,server_16,72.94,40.54,14386.41,13953.55,154.55
20:53:20,server_15,87.11,3.95,883.17,931.24,48.34
20:53:20,server_14,23.45,31.18,222.91,189.67,18.8
20:53:20,server_13,18.05,81.26,198.96,250.37,57.9
20:53:20,server_12,66.89,55.79,663.64,619.72,128.32
20:53:20,server_20,46.5,51.42,461.89,256.92,75.18
20:53:20,server_10,85.4,90.24,811.44,569.5,27.39
20:53:20,server_8,52.0,56.05,443.26,310.57,29.03
20:53:20,server_7,12.22,82.01,222.59,185.77,0.0
20:53:20,server_6,35.49,35.48,295.54,442.5,18.53
20:53:20,server_5,37.95,44.67,303.85,265.14,42.69
20:53:20,server_4,32.78,34.82,379.79,393.8,44.38
20:53:20,server_3,28.91,96.14,234.88,178.09,0.0
20:53:20,server_2,14.73,85.03,150.14,218.46,120.7
20:53:20,server_1,42.9,28.09,140.67,136.62,9635.74
20:53:20,server_9,24.26,42.23,307.34,306.16,101.71
20:53:25,server_13,45.96,66.03,2336.47,2741.34,1807.22
20:53:25,server_14,47.19,36.26,187.16,164.3,9863.97
20:53:25,server_16,82.56,25.29,873.87,880.8,47.12
20:53:25,server_12,58.44,33.62,18955.28,19075.98,134.77
20:53:25,server_18,87.6,86.39,902.07,992.87,231.69
20:53:25,server_19,28.08,30.87,83.71,78.53,4401.33
20:53:25,server_20,58.5,44.16,15411.13,12779.75,174.88
20:53:25,server_17,52.69,36.08,18424.39,18948.58,14.52
20:53:25,server_11,97.27,94.3,1002.85,945.56,150.84
20:53:25,server_15,60.06,60.26,570.17,793.7,3.22
20:53:25,server_9,36.88,54.97,377.75,262.36,92.14
20:53:25,server_1,62.87,59.06,557.15,719.47,148.71
20:53:25,server_2,90.56,91.31,927.32,921.44,162.82
20:53:25,server_3,73.41,31.98,14759.35,15049.14,130.25
20:53:25,server_4,97.89,96.03,874.63,611.53,174.08
20:53:25,server_10,88.94,90.83,920.74,805.23,141.65
20:53:25,server_6,93.02,91.07,932.11,1139.36,120.5
20:53:25,server_7,52.33,62.14,548.93,453.15,24.1
20:53:25,server_8,66.29,66.95,1989.51,2284.6,1685.34
20:53:25,server_5,19.53,88.12,219.69,118.21,75.79
20:53:30,server_20,39.67,31.7,350.25,250.4,0.0
20:53:30,server_19,61.98,55.97,1439.18,1360.45,1608.88
20:53:30,server_18,57.39,32.22,8913.27,8827.89,18.51
20:53:30,server_17,89.36,2.23,875.08,713.97,72.05
20:53:30,server_16,57.66,60.52,1559.38,1342.51,1306.17
20:53:30,server_15,3.89,93.46,27.51,27.59,81.25
20:53:30,server_14,11.59,98.95,193.36,283.76,37.63
20:53:30,server_12,29.39,25.82,262.46,155.88,93.46
20:53:30,server_11,47.64,48.7,410.03,469.91,110.92
20:53:30,server_13,31.42,33.8,345.76,217.75,61.1
20:53:30,server_9,83.48,29.5,824.06,575.92,64.36
20:53:30,server_8,22.18,34.31,240.98,224.94,14.16
20:53:30,server_7,32.58,44.88,414.69,432.21,36.13
20:53:30,server_6,34.8,24.44,172.89,220.73,7686.72
20:53:30,server_5,87.26,99.77,862.92,968.25,83.66
20:53:30,server_4,37.49,45.56,348.37,399.82,0.43
20:53:30,server_3,58.26,67.59,588.27,716.17,0.0
20:53:30,server_2,87.51,82.49,809.42,1209.37,92.07
20:53:30,server_10,85.17,3.44,822.47,700.08,101.09
20:53:30,server_1,49.86,69.9,506.21,563.02,72.02
20:53:35,server_13,34.82,49.45,395.41,286.26,0.0
20:53:35,server_14,60.65,55.1,14559.46,15882.83,120.3
20:53:35,server_15,39.26,40.91,40.17,27.55,8804.86
20:53:35,server_16,80.81,0.19,843.84,1239.35,74.85
20:53:35,server_20,43.88,42.56,77.61,113.22,6338.86
20:53:35,server_18,71.6,40.95,16450.2,18166.45,146.77
20:53:35,server_19,62.61,81.37,544.19,574.45,70.36
20:53:35,server_12,98.84,82.68,916.64,1179.75,79.09
20:53:35,server_17,54.99,37.75,563.1,412.43,7.54
20:53:35,server_11,69.71,41.75,3586.19,2883.53,1504.49
20:53:35,server_3,54.26,65.39,535.15,387.54,20.27
20:53:35,server_9,86.57,11.37,902.39,991.61,46.04
20:53:35,server_8,50.87,49.42,18094.36,14829.16,153.41
20:53:35,server_7,35.76,20.99,299.02,375.2,0.0
20:53:35,server_6,89.01,13.36,856.42,838.94,58.6
20:53:35,server_5,20.8,84.62,255.67,315.38,0.0
20:53:35,server_4,28.91,35.21,377.1,199.45,59.71
20:53:35,server_2,29.22,45.3,34.57,40.65,9263.9
20:53:35,server_1,35.71,40.92,13.24,13.22,7622.74
20:53:35,server_10,79.21,30.31,14934.62,16223.2,124.77
20:53:40,server_12,22.57,86.29,265.79,213.32,67.32
20:53:40,server_13,31.17,39.71,363.89,358.07,48.56
20:53:40,server_14,20.45,25.38,174.42,231.1,3.9
20:53:40,server_15,68.09,55.83,14415.79,13332.5,170.53
20:53:40,server_19,20.2,87.07,217.52,128.21,52.78
20:53:40,server_17,88.24,99.11,892.98,814.51,108.0
20:53:40,server_18,8.52,80.91,82.57,86.51,31.26
20:53:40,server_11,2.42,80.42,43.1,54.18,19.25
20:53:40,server_16,14.46,89.11,141.92,144.46,89.63
20:53:40,server_20,13.94,93.68,78.1,62.63,97.09
20:53:40,server_10,53.7,51.9,630.55,567.02,0.0
20:53:40,server_8,54.58,40.37,18530.21,19806.14,14.68
20:53:40,server_1,9.72,97.3,151.96,226.49,113.48
20:53:40,server_2,20.6,29.07,127.93,189.79,3088.42
20:53:40,server_3,25.05,35.65,246.5,351.87,14.11
20:53:40,server_9,36.04,54.6,377.74,237.47,0.0
20:53:40,server_5,51.91,51.96,19709.5,20811.72,40.31
20:53:40,server_6,26.57,24.19,213.84,191.51,6.73
20:53:40,server_7,95.22,21.93,1013.52,553.49,13.04
20:53:40,server_4,53.34,66.75,535.82,467.08,87.82
20:53:45,server_13,36.98,36.63,71.46,104.39,5045.15
20:53:45,server_20,58.29,61.79,660.8,886.69,14.17
20:53:45,server_19,32.57,22.79,54.78,50.45,4125.53
20:53:45,server_18,35.68,30.56,127.84,81.86,7707.55
20:53:45,server_17,51.76,51.44,2552.12,2119.31,739.57
20:53:45,server_16,18.59,84.14,110.59,143.64,10.99
20:53:45,server_15,67.95,86.0,647.18,581.84,58.38
20:53:45,server_14,67.43,74.01,712.94,394.98,0.0
20:53:45,server_12,59.46,65.19,591.11,817.24,158.33
20:53:45,server_11,44.0,63.29,469.39,373.8,70.72
20:53:45,server_1,40.25,59.61,420.19,514.01,169.48
20:53:45,server_9,64.78,60.09,634.44,677.12,0.0
20:53:45,server_8,37.85,58.38,340.19,434.19,0.0
20:53:45,server_7,20.91,0.4,190.08,163.59,80.7
20:53:45,server_6,49.86,42.43,173.44,106.91,7711.97
20:53:45,server_5,46.76,57.06,3350.89,2821.57,1770.94
20:53:45,server_4,67.32,56.4,5096.11,4112.51,102.43
20:53:45,server_3,93.75,7.81,989.1,952.38,24.9
20:53:45,server_2,96.97,86.68,914.87,926.23,77.85
20:53:45,server_10,66.17,66.75,3345.52,4011.5,1090.74
20:53:50,server_13,27.49,33.56,239.51,280.79,22.51
20:53:50,server_14,44.34,37.67,446.06,355.77,0.0
20:53:50,server_15,82.89,15.0,763.35,600.64,79.25
20:53:50,server_16,28.85,33.64,186.01,230.69,4147.02
20:53:50,server_12,98.09,99.77,981.53,1427.74,49.18
20:53:50,server_18,57.99,65.66,597.38,766.11,0.0
20:53:50,server_19,81.69,22.01,847.1,924.11,156.6
20:53:50,server_20,95.75,96.52,1000.13,1281.03,80.41
20:53:50,server_17,89.51,23.48,862.13,1168.64,106.84
20:53:50,server_11,45.73,50.14,476.61,442.07,47.43
20:53:50,server_1,74.91,31.81,8723.2,10177.94,19.78
20:53:50,server_9,63.01,63.11,699.02,1025.93,41.45
20:53:50,server_8,96.7,18.6,979.99,616.3,43.04
20:53:50,server_7,36.56,57.77,310.13,210.84,85.87
20:53:50,server_6,28.13,27.21,266.13,220.97,0.0
20:53:50,server_5,58.8,66.74,586.93,470.72,25.8
20:53:50,server_4,92.47,97.36,909.28,941.49,85.11
20:53:50,server_3,48.53,31.28,47.4,46.11,8637.07
20:53:50,server_2,67.92,44.84,1550.31,1260.08,660.07
20:53:50,server_10,43.97,53.92,2759.53,2825.33,1882.53
20:53:55,server_13,26.86,91.18,269.76,361.02,7.64
20:53:55,server_14,43.45,43.57,4937.49,4374.46,1627.78
20:53:55,server_15,56.51,63.79,586.99,641.92,0.0
20:53:55,server_16,49.34,26.3,161.09,226.29,8809.97
20:53:55,server_20,40.08,43.25,430.14,619.93,70.41
20:53:55,server_18,60.29,43.27,4250.97,4248.82,1888.67
20:53:55,server_19,60.5,51.17,9283.62,9239.22,124.31
20:53:55,server_12,59.69,36.21,5457.82,5113.97,7.48
20:53:55,server_17,53.34,48.0,18922.83,21933.98,137.45
20:53:55,server_11,63.15,56.29,14776.78,15546.28,123.69
20:53:55,server_5,53.38,82.31,564.22,747.33,112.11
20:53:55,server_9,20.7,25.9,126.99,116.62,3957.71
20:53:55,server_2,48.87,51.16,1638.48,1730.39,1929.01
20:53:55,server_3,45.88,42.98,554.12,564.72,90.27
20:53:55,server_4,85.0,3.78,953.86,1294.71,119.75
20:53:55,server_1,93.81,8.97,915.56,694.99,0.0
20:53:55,server_6,61.06,61.82,592.87,590.57,121.74
20:53:55,server_7,23.76,39.96,125.43,159.58,4131.04
20:53:55,server_8,23.14,48.83,64.05,54.95,7750.29
20:53:55,server_10,43.37,53.55,456.16,575.44,60.92
20:54:00,server_12,20.84,21.57,248.35,338.14,0.0
20:54:00,server_19,87.31,99.3,897.6,1145.46,76.11
20:54:00,server_18,24.84,49.95,85.29,127.6,5005.8
20:54:00,server_17,67.41,92.39,733.11,1006.4,35.28
20:54:00,server_16,69.62,69.93,725.66,733.1,83.87
20:54:00,server_15,65.82,50.24,6047.12,6307.79,179.57
20:54:00,server_14,48.42,53.76,409.06,511.74,76.19
20:54:00,server_13,58.81,68.45,561.21,619.73,87.09
20:54:00,server_11,89.52,80.68,873.33,1212.13,69.44
20:54:00,server_20,97.59,90.52,940.82,672.09,48.3
20:54:00,server_9,3.65,84.78,102.89,131.03,20.89
20:54:00,server_1,30.2,29.08,359.1,395.16,59.63
20:54:00,server_2,89.47,2.71,910.31,1344.83,82.9
20:54:00,server_3,52.97,48.63,3944.32,4482.09,1751.09
20:54:00,server_4,30.31,34.49,28.65,39.11,9230.83
20:54:00,server_10,67.63,38.22,5134.36,5923.8,90.23
20:54:00,server_6,64.6,59.98,619.72,607.25,59.71
20:54:00,server_7,77.49,49.05,15403.64,17096.99,176.78
20:54:00,server_8,24.26,39.16,260.08,262.21,21.62
20:54:00,server_5,4.46,85.11,0.0,0.0,77.26
20:54:05,server_11,58.21,69.82,625.43,695.45,0.0
20:54:05,server_19,44.06,52.67,450.61,540.25,0.0
20:54:05,server_18,49.6,41.17,456.94,391.22,76.31
20:54:05,server_17,50.25,62.34,3416.45,2907.74,1654.91
20:54:05,server_16,22.44,26.49,229.3,124.54,12.92
20:54:05,server_15,26.37,12.17,281.32,225.05,60.39
20:54:05,server_14,94.93,80.92,972.51,811.38,81.57
20:54:05,server_13,94.55,93.62,908.14,1208.56,35.87
20:54:05,server_12,51.69,66.15,3265.25,3893.94,1564.79
20:54:05,server_20,61.57,66.4,1749.02,1628.92,1216.88
20:54:05,server_10,45.47,48.02,419.22,253.52,27.27
20:54:05,server_8,2.56,87.44,21.08,25.0,0.0
20:54:05,server_7,79.87,50.94,7434.73,7673.19,30.0
20:54:05,server_6,50.44,59.14,19443.12,17232.46,148.66
20:54:05,server_5,39.54,41.29,314.57,321.35,36.65
20:54:05,server_4,21.26,6.27,201.37,290.57,28.65
20:54:05,server_3,31.17,47.6,80.57,90.64,7209.19
20:54:05,server_2,35.87,42.44,314.38,395.82,86.63
20:54:05,server_1,40.66,52.82,2678.2,3182.51,569.17
20:54:05,server_9,54.05,58.35,13858.35,11875.19,102.02
20:54:10,server_14,27.67,40.23,338.44,506.64,57.62
20:54:10,server_15,36.88,47.09,424.02,617.23,61.94
20:54:10,server_16,48.14,37.73,495.68,273.88,0.0
20:54:10,server_13,26.05,21.28,322.67,282.88,48.91
20:54:10,server_18,85.54,85.33,779.46,443.13,128.18
20:54:10,server_19,90.28,15.68,974.63,1369.55,86.63
20:54:10,server_20,93.63,84.13,893.34,1068.52,0.0
20:54:10,server_17,52.28,49.67,489.95,322.55,23.46
20:54:10,server_12,28.28,41.91,92.91,53.38,3551.9
20:54:10,server_11,45.91,37.06,446.72,496.33,0.0
20:54:10,server_1,27.6,32.51,285.1,270.75,67.59
20:54:10,server_9,49.9,46.69,596.04,648.89,83.8
20:54:10,server_8,48.73,43.08,72.76,63.09,3705.42
20:54:10,server_7,55.53,52.73,524.08,542.02,34.68
20:54:10,server_6,22.14,34.64,35.68,37.5,8884.18
20:54:10,server_5,68.2,81.28,774.43,942.68,93.11
20:54:10,server_4,53.63,62.17,586.36,344.19,100.62
20:54:10,server_3,21.75,39.64,173.13,189.85,19.77
20:54:10,server_2,99.79,19.17,1055.79,976.48,0.0
20:54:10,server_10,59.61,68.13,603.46,726.87,74.55
20:54:15,server_13,28.08,11.6,302.3,417.92,3.26
20:54:15,server_14,53.2,53.55,493.4,273.53,13.7
20:54:15,server_15,89.4,6.57,936.85,1288.22,56.47
20:54:15,server_20,64.99,39.18,11416.12,9573.52,129.22
20:54:15,server_18,86.65,95.43,812.96,1077.03,103.34
20:54:15,server_19,11.49,82.71,192.36,238.26,42.4
20:54:15,server_12,41.25,66.53,1491.78,1277.1,1469.5
20:54:15,server_16,32.08,42.6,34.96,51.54,7533.53
20:54:15,server_11,32.56,23.99,139.15,177.29,4508.7
20:54:15,server_17,42.33,44.88,483.8,453.61,63.69
20:54:15,server_9,69.54,73.39,681.68,464.45,37.93
20:54:15,server_10,58.34,56.55,11968.74,11652.32,65.48
20:54:15,server_2,56.83,40.95,2736.28,2497.07,1981.81
20:54:15,server_3,20.3,90.82,303.21,385.83,42.04
20:54:15,server_4,35.62,35.57,73.08,60.2,3981.65
20:54:15,server_1,81.09,22.78,743.85,588.29,114.64
20:54:15,server_6,49.17,77.67,550.67,524.19,23.05
20:54:15,server_7,72.8,40.75,10610.53,10299.26,16.85
20:54:15,server_8,44.19,40.99,423.49,437.84,78.63
20:54:15,server_5,29.23,41.88,248.76,241.74,43.06
20:54:20,server_20,52.28,53.2,537.9,321.39,105.51
20:54:20,server_12,86.53,93.18,811.01,526.24,118.02
20:54:20,server_19,65.01,53.17,17267.86,19134.52,64.42
20:54:20,server_18,45.32,48.66,172.46,234.19,4014.68
20:54:20,server_17,66.97,74.17,583.84,644.85,181.12
20:54:20,server_16,68.22,77.58,793.38,730.85,106.54
20:54:20,server_15,59.13,80.21,566.12,311.12,63.17
20:54:20,server_14,97.75,5.45,1053.62,1104.44,33.55
20:54:20,server_13,41.87,60.58,387.29,463.11,40.31
20:54:20,server_11,72.66,32.05,17627.74,15962.98,167.92
20:54:20,server_7,89.32,94.35,806.72,861.29,54.42
20:54:20,server_9,47.79,60.88,494.78,542.45,100.97
20:54:20,server_8,94.07,6.54,862.85,1033.55,64.74
20:54:20,server_6,46.67,31.87,33.67,48.15,3388.13
20:54:20,server_5,28.22,41.0,12.19,8.16,3278.93
20:54:20,server_4,38.54,45.52,441.08,264.32,0.0
20:54:20,server_3,89.2,94.57,940.22,798.66,80.45
20:54:20,server_2,53.4,30.28,6453.64,7413.12,180.78
20:54:20,server_1,30.42,39.43,342.24,211.62,13.91
20:54:20,server_10,35.76,55.7,315.56,361.43,106.38
20:54:25,server_15,58.33,49.67,4040.2,4075.06,1416.36
20:54:25,server_13,23.83,19.45,128.3,124.51,104.65
20:54:25,server_14,21.44,20.44,156.07,88.61,9671.65
20:54:25,server_16,49.16,49.06,460.88,442.6,78.7
20:54:25,server_12,53.87,61.48,480.04,526.54,124.48
20:54:25,server_18,7.07,91.16,5.93,3.4,121.36
20:54:25,server_19,0.84,92.82,0.0,0.0,51.1
20:54:25,server_20,47.64,32.73,151.72,131.22,6731.39
20:54:25,server_17,87.87,85.8,914.08,1240.73,78.07
20:54:25,server_11,42.71,51.92,4488.88,4797.32,1558.75
20:54:25,server_1,64.26,35.78,6435.14,5200.06,134.34
20:54:25,server_9,66.29,34.38,18038.65,19404.9,184.65
20:54:25,server_2,90.61,24.16,864.69,948.32,100.82
20:54:25,server_3,93.17,29.45,892.47,1160.55,77.04
20:54:25,server_4,45.36,43.0,477.49,524.02,0.0
20:54:25,server_10,86.03,3.96,831.94,580.63,97.17
20:54:25,server_6,23.22,45.44,187.47,166.17,0.0
20:54:25,server_7,47.28,45.46,383.67,395.53,50.68
20:54:25,server_8,67.85,75.0,628.49,367.21,0.0
20:54:25,server_5,47.78,61.21,587.14,694.37,9.84
20:54:30,server_13,92.3,84.05,932.14,738.11,153.99
20:54:30,server_20,90.42,2.9,905.3,899.69,21.09
20:54:30,server_19,91.39,15.3,975.47,1128.1,60.39
20:54:30,server_18,45.92,67.75,1520.96,1291.7,1588.89
20:54:30,server_17,48.06,61.07,409.69,447.45,30.23
20:54:30,server_16,21.65,89.1,204.77,252.24,145.59
20:54:30,server_15,18.47,84.93,220.76,132.54,57.89
20:54:30,server_14,20.98,98.01,213.1,166.56,0.0
20:54:30,server_12,43.17,30.04,106.91,66.86,7308.7
20:54:30,server_11,49.95,29.94,109.26,136.45,9210.59
20:54:30,server_1,60.71,45.27,669.24,368.42,7.84
20:54:30,server_9,69.95,69.76,629.92,809.51,62.27
20:54:30,server_8,92.87,22.78,883.78,1302.79,62.78
20:54:30,server_7,95.56,0.66,965.23,1315.94,88.64
20:54:30,server_6,25.49,82.46,215.21,137.07,110.85
20:54:30,server_5,64.73,75.08,623.45,332.34,9.08
20:54:30,server_4,9.37,81.95,62.92,78.89,134.66
20:54:30,server_3,31.61,47.23,369.14,236.03,0.0
20:54:30,server_2,31.88,41.19,320.46,311.81,0.0
20:54:30,server_10,42.37,31.26,90.19,134.17,8487.56
20:54:35,server_13,74.03,53.59,6090.35,6441.03,96.82
20:54:35,server_14,62.26,53.23,1426.12,1320.21,1783.78
20:54:35,server_15,96.74,84.29,986.93,1012.12,86.56
20:54:35,server_16,7.88,88.11,148.16,159.9,50.03
20:54:35,server_12,46.6,48.95,486.16,320.92,65.38
20:54:35,server_18,31.51,21.24,423.42,570.16,0.0
20:54:35,server_19,28.92,37.1,291.23,152.03,5.49
20:54:35,server_20,68.82,54.57,572.7,550.58,20.58
20:54:35,server_17,47.66,55.9,457.15,294.96,0.0
20:54:35,server_11,31.38,32.71,303.23,303.58,15.13
20:54:35,server_1,45.86,45.08,456.05,547.7,120.56
20:54:35,server_9,40.75,35.9,408.66,478.42,0.0
20:54:35,server_8,22.65,83.58,159.63,100.25,70.71
20:54:35,server_7,35.58,43.79,15.22,14.38,7418.18
20:54:35,server_6,47.1,44.88,499.3,360.78,16.92
20:54:35,server_5,60.81,62.21,3808.02,4083.31,1828.08
20:54:35,server_4,42.73,45.46,192.64,127.36,5632.88
20:54:35,server_3,68.6,56.0,12873.82,11927.95,24.4
20:54:35,server_2,90.0,80.3,935.51,1397.44,109.68
20:54:35,server_10,55.84,68.18,518.93,389.54,90.57
20:54:40,server_13,98.81,28.44,1020.5,946.0,20.18
20:54:40,server_14,67.26,61.28,670.24,639.18,78.75
20:54:40,server_15,99.98,98.41,963.61,751.91,146.82
20:54:40,server_16,47.5,57.69,1237.24,1332.39,1966.14
20:54:40,server_20,38.62,44.07,494.73,691.42,48.05
20:54:40,server_18,5.67,94.05,84.54,89.07,94.74
20:54:40,server_19,51.66,52.77,523.16,368.59,14.24
20:54:40,server_12,20.38,97.46,192.62,159.99,50.09
20:54:40,server_17,24.17,85.41,254.22,161.04,47.38
20:54:40,server_11,77.95,37.7,16929.4,18567.4,155.26
20:54:40,server_1,28.7,24.75,249.19,156.04,99.72
20:54:40,server_9,51.64,53.32,539.33,514.75,6.3
20:54:40,server_2,32.27,36.2,402.88,303.42,43.06
20:54:40,server_3,73.43,37.38,15093.03,17874.73,107.5
20:54:40,server_4,28.69,38.24,120.49,85.69,4820.42
20:54:40,server_10,21.37,81.34,211.44,133.95,0.0
20:54:40,server_6,26.52,96.79,272.88,342.41,30.86
20:54:40,server_7,67.49,65.29,4514.83,4282.17,1900.35
20:54:40,server_8,92.23,3.98,952.46,611.13,36.59
20:54:40,server_5,68.87,41.18,15044.41,12433.26,1.4
20:54:45,server_12,2.98,83.06,109.74,101.2,34.55
20:54:45,server_19,59.55,53.97,595.51,602.14,19.66
20:54:45,server_18,45.4,20.49,11.37,14.4,9186.92
20:54:45,server_17,73.5,56.56,5378.98,4708.03,140.03
20:54:45,server_16,57.28,74.41,562.56,324.55,33.15
20:54:45,server_15,25.91,80.45,251.71,359.97,0.0
20:54:45,server_14,69.47,67.53,2042.52,2201.97,1487.76
20:54:45,server_13,51.15,65.75,462.79,248.29,30.41
20:54:45,server_20,57.69,66.64,591.01,680.18,62.75
20:54:45,server_11,43.76,45.27,386.84,506.22,51.88
20:54:45,server_9,28.95,80.64,299.14,260.58,35.74
20:54:45,server_8,53.47,50.85,571.27,368.97,52.02
20:54:45,server_7,26.38,28.06,190.98,173.2,3957.4
20:54:45,server_6,59.16,33.81,17500.98,16474.01,107.76
20:54:45,server_5,39.94,57.95,417.26,574.87,61.48
20:54:45,server_4,27.57,27.5,301.18,322.6,65.55
20:54:45,server_3,69.41,56.46,3313.38,3546.69,740.6
20:54:45,server_2,37.39,33.55,382.03,468.26,40.41
20:54:45,server_1,34.22,47.61,178.62,244.08,3026.22
20:54:45,server_10,55.55,38.38,8351.21,7117.33,107.83
20:54:50,server_13,49.21,46.63,40.24,35.45,4825.7
20:54:50,server_14,21.28,27.4,196.49,226.61,6188.65
20:54:50,server_15,58.55,56.93,1997.88,1875.25,651.49
20:54:50,server_16,52.2,72.17,523.1,696.61,41.17
20:54:50,server_12,60.39,37.95,19365.74,17180.46,130.26
20:54:50,server_18,45.11,25.6,11.3,6.74,9704.01
20:54:50,server_19,47.08,43.29,124.0,106.41,8724.7
20:54:50,server_20,6.12,84.18,0.0,0.0,79.84
20:54:50,server_17,14.03,99.43,199.63,299.39,67.11
20:54:50,server_11,92.44,99.2,1002.52,1041.25,144.77
20:54:50,server_5,38.16,49.71,429.31,247.99,133.23
20:54:50,server_9,85.41,98.0,800.6,617.79,0.0
20:54:50,server_1,56.3,49.97,543.43,536.32,0.0
